id;dataset;text;tokens;label
22948700_gab;HateXplain;if they tried to get into yoir house you wouldkill them its your right to defend ok let em in let your wife get raped yes that is showing love boot out ngos and pro rapeefugee people and why is soros not dead;1- if, 2- they, 3- tried, 4- to, 5- get, 6- into, 7- yoir, 8- house, 9- you, 10- wouldkill, 11- them, 12- its, 13- your, 14- right, 15- to, 16- defend, 17- ok, 18- let, 19- em, 20- in, 21- let, 22- your, 23- wife, 24- get, 25- raped, 26- yes, 27- that, 28- is, 29- showing, 30- love, 31- boot, 32- out, 33- ngos, 34- and, 35- pro, 36- rapeefugee, 37- people, 38- and, 39- why, 40- is, 41- soros, 42- not, 43- dead;
22962233_gab;HateXplain;nope negro the jews main sponsored group her negro comrades would not have to turn in their assault rifles because they did not get them legally in the first place;1- nope, 2- negro, 3- the, 4- jews, 5- main, 6- sponsored, 7- group, 8- her, 9- negro, 10- comrades, 11- would, 12- not, 13- have, 14- to, 15- turn, 16- in, 17- their, 18- assault, 19- rifles, 20- because, 21- they, 22- did, 23- not, 24- get, 25- them, 26- legally, 27- in, 28- the, 29- first, 30- place;
22982472_gab;HateXplain;but black women are humans lmao;1- but, 2- black, 3- women, 4- are, 5- humans, 6- lmao;
23131218_gab;HateXplain;good for him every time i hear of migrants killed in whichever way it lifts my spirits in the same way as every black or sand nigger murdered by knife or gun crime;1- good, 2- for, 3- him, 4- every, 5- time, 6- i, 7- hear, 8- of, 9- migrants, 10- killed, 11- in, 12- whichever, 13- way, 14- it, 15- lifts, 16- my, 17- spirits, 18- in, 19- the, 20- same, 21- way, 22- as, 23- every, 24- black, 25- or, 26- sand, 27- nigger, 28- murdered, 29- by, 30- knife, 31- or, 32- gun, 33- crime;
23153961_gab;HateXplain;christianity turned whites into lugubrious losers that why even white kids prefer nigger music because niggers do not sound beaten down white christians always do;1- christianity, 2- turned, 3- whites, 4- into, 5- lugubrious, 6- losers, 7- that, 8- why, 9- even, 10- white, 11- kids, 12- prefer, 13- nigger, 14- music, 15- because, 16- niggers, 17- do, 18- not, 19- sound, 20- beaten, 21- down, 22- white, 23- christians, 24- always, 25- do;
23348141_gab;HateXplain;i love how niggers say affirmative action only works for white women and gay white men or everyone else except niggers this is why they will never advance beyond worthless in life i hope they all die from aids today i d be so happy;1- i, 2- love, 3- how, 4- niggers, 5- say, 6- affirmative, 7- action, 8- only, 9- works, 10- for, 11- white, 12- women, 13- and, 14- gay, 15- white, 16- men, 17- or, 18- everyone, 19- else, 20- except, 21- niggers, 22- this, 23- is, 24- why, 25- they, 26- will, 27- never, 28- advance, 29- beyond, 30- worthless, 31- in, 32- life, 33- i, 34- hope, 35- they, 36- all, 37- die, 38- from, 39- aids, 40- today, 41- i, 42- d, 43- be, 44- so, 45- happy;
23674212_gab;HateXplain;you are talking about low iq mentally retarded negros and whites that have quality arms and can shoot at range my money is on them prepare or perish;1- you, 2- are, 3- talking, 4- about, 5- low, 6- iq, 7- mentally, 8- retarded, 9- negros, 10- and, 11- whites, 12- that, 13- have, 14- quality, 15- arms, 16- and, 17- can, 18- shoot, 19- at, 20- range, 21- my, 22- money, 23- is, 24- on, 25- them, 26- prepare, 27- or, 28- perish;
23760738_gab;HateXplain;hey mother fucker i never give up so you keep on being a dumb normie and keep on pushing your fucking retarded neocon cocksucking are you a glow in the dark cia nigger;1- hey, 2- mother, 3- fucker, 4- i, 5- never, 6- give, 7- up, 8- so, 9- you, 10- keep, 11- on, 12- being, 13- a, 14- dumb, 15- normie, 16- and, 17- keep, 18- on, 19- pushing, 20- your, 21- fucking, 22- retarded, 23- neocon, 24- cocksucking, 25- are, 26- you, 27- a, 28- glow, 29- in, 30- the, 31- dark, 32- cia, 33- nigger;
23834135_gab;HateXplain;obama was ghetto bigger so yes;1- obama, 2- was, 3- ghetto, 4- bigger, 5- so, 6- yes;
23923843_gab;HateXplain;we have female professors here who educate at about <number> the capacity of their male counterparts lower iq on average lazy indolent too weak and cucked to control packs of sand niggers and regular niggers what a pity;1- we, 2- have, 3- female, 4- professors, 5- here, 6- who, 7- educate, 8- at, 9- about, 10- <number>, 11- the, 12- capacity, 13- of, 14- their, 15- male, 16- counterparts, 17- lower, 18- iq, 19- on, 20- average, 21- lazy, 22- indolent, 23- too, 24- weak, 25- and, 26- cucked, 27- to, 28- control, 29- packs, 30- of, 31- sand, 32- niggers, 33- and, 34- regular, 35- niggers, 36- what, 37- a, 38- pity;
23959011_gab;HateXplain;but not by much it more of a statement on how dumb niggers are;1- but, 2- not, 3- by, 4- much, 5- it, 6- more, 7- of, 8- a, 9- statement, 10- on, 11- how, 12- dumb, 13- niggers, 14- are;
24036438_gab;HateXplain;you brainless nigger loving faggots chose the flag of sierra leone for the white movement shit does not get any funnier than that;1- you, 2- brainless, 3- nigger, 4- loving, 5- faggots, 6- chose, 7- the, 8- flag, 9- of, 10- sierra, 11- leone, 12- for, 13- the, 14- white, 15- movement, 16- shit, 17- does, 18- not, 19- get, 20- any, 21- funnier, 22- than, 23- that;
24039364_gab;HateXplain;i do not know why they make the carjacker a white guy tho it not realistic irl it would be a nigger or spic;1- i, 2- do, 3- not, 4- know, 5- why, 6- they, 7- make, 8- the, 9- carjacker, 10- a, 11- white, 12- guy, 13- tho, 14- it, 15- not, 16- realistic, 17- irl, 18- it, 19- would, 20- be, 21- a, 22- nigger, 23- or, 24- spic;
24122163_gab;HateXplain;trump should make it that you only need 5 x the paperwork to fire a niggerette as a white i managed to get a niggerette fired no it wasn t the one with a heplock in her leg that had already been thru the junky nurse program <user> ‍ <user> ‍ murse;1- trump, 2- should, 3- make, 4- it, 5- that, 6- you, 7- only, 8- need, 9- 5, 10- x, 11- the, 12- paperwork, 13- to, 14- fire, 15- a, 16- niggerette, 17- as, 18- a, 19- white, 20- i, 21- managed, 22- to, 23- get, 24- a, 25- niggerette, 26- fired, 27- no, 28- it, 29- wasn, 30- t, 31- the, 32- one, 33- with, 34- a, 35- heplock, 36- in, 37- her, 38- leg, 39- that, 40- had, 41- already, 42- been, 43- thru, 44- the, 45- junky, 46- nurse, 47- program, 48- <user>, 49- ‍, 50- <user>, 51- ‍, 52- murse;
24138735_gab;HateXplain;problem for you is that you do not understand statistics it the methodology of that research it wasn t to determine a physical trait it used non verbal testing to determine a mental trait and niggers on average are borderline retards and visual evidence confirms it get owned nigger;1- problem, 2- for, 3- you, 4- is, 5- that, 6- you, 7- do, 8- not, 9- understand, 10- statistics, 11- it, 12- the, 13- methodology, 14- of, 15- that, 16- research, 17- it, 18- wasn, 19- t, 20- to, 21- determine, 22- a, 23- physical, 24- trait, 25- it, 26- used, 27- non, 28- verbal, 29- testing, 30- to, 31- determine, 32- a, 33- mental, 34- trait, 35- and, 36- niggers, 37- on, 38- average, 39- are, 40- borderline, 41- retards, 42- and, 43- visual, 44- evidence, 45- confirms, 46- it, 47- get, 48- owned, 49- nigger;
24172961_gab;HateXplain;yep and who pushed the civil rights thing which made niggers far worse you got it the joos they are worse than niggers ever thought about being;1- yep, 2- and, 3- who, 4- pushed, 5- the, 6- civil, 7- rights, 8- thing, 9- which, 10- made, 11- niggers, 12- far, 13- worse, 14- you, 15- got, 16- it, 17- the, 18- joos, 19- they, 20- are, 21- worse, 22- than, 23- niggers, 24- ever, 25- thought, 26- about, 27- being;
24188360_gab;HateXplain;just give me a couple minits with this racist cocksucker in a ghetto alley a real fuckin pig parasite of black people true and factual carrion bastard;1- just, 2- give, 3- me, 4- a, 5- couple, 6- minits, 7- with, 8- this, 9- racist, 10- cocksucker, 11- in, 12- a, 13- ghetto, 14- alley, 15- a, 16- real, 17- fuckin, 18- pig, 19- parasite, 20- of, 21- black, 22- people, 23- true, 24- and, 25- factual, 26- carrion, 27- bastard;
24192391_gab;HateXplain;brown vs board of education what good did this do now we have blacks wanting separation go figure after they fucked up good white schools misanthrope;1- brown, 2- vs, 3- board, 4- of, 5- education, 6- what, 7- good, 8- did, 9- this, 10- do, 11- now, 12- we, 13- have, 14- blacks, 15- wanting, 16- separation, 17- go, 18- figure, 19- after, 20- they, 21- fucked, 22- up, 23- good, 24- white, 25- schools, 26- misanthrope;
24264232_gab;HateXplain;not for long boomer the kikes are gonna make sure they are all in spanish then they are gonna make you marry off ur daughter to a nigger transexual to prove youre not a bigot cuck;1- not, 2- for, 3- long, 4- boomer, 5- the, 6- kikes, 7- are, 8- gonna, 9- make, 10- sure, 11- they, 12- are, 13- all, 14- in, 15- spanish, 16- then, 17- they, 18- are, 19- gonna, 20- make, 21- you, 22- marry, 23- off, 24- ur, 25- daughter, 26- to, 27- a, 28- nigger, 29- transexual, 30- to, 31- prove, 32- youre, 33- not, 34- a, 35- bigot, 36- cuck;
24295701_gab;HateXplain;uhm niggers will always have ghettos check out africa the dankest ghetto in the world;1- uhm, 2- niggers, 3- will, 4- always, 5- have, 6- ghettos, 7- check, 8- out, 9- africa, 10- the, 11- dankest, 12- ghetto, 13- in, 14- the, 15- world;
24305062_gab;HateXplain;education or marxist indoctrination since it is well established blacks are incapable of learning anything past the age of ten unless they are half white should not blacks go to a trade school upon age <number> say learning how to pick cotton fruits and vegetables;1- education, 2- or, 3- marxist, 4- indoctrination, 5- since, 6- it, 7- is, 8- well, 9- established, 10- blacks, 11- are, 12- incapable, 13- of, 14- learning, 15- anything, 16- past, 17- the, 18- age, 19- of, 20- ten, 21- unless, 22- they, 23- are, 24- half, 25- white, 26- should, 27- not, 28- blacks, 29- go, 30- to, 31- a, 32- trade, 33- school, 34- upon, 35- age, 36- <number>, 37- say, 38- learning, 39- how, 40- to, 41- pick, 42- cotton, 43- fruits, 44- and, 45- vegetables;
24347025_gab;HateXplain;ghetto niggers know ghetto nigger stuff what can i say other than war is not ghetto nigger nonsense grow up lil guy your stupid is showing;1- ghetto, 2- niggers, 3- know, 4- ghetto, 5- nigger, 6- stuff, 7- what, 8- can, 9- i, 10- say, 11- other, 12- than, 13- war, 14- is, 15- not, 16- ghetto, 17- nigger, 18- nonsense, 19- grow, 20- up, 21- lil, 22- guy, 23- your, 24- stupid, 25- is, 26- showing;
24367358_gab;HateXplain;yes i am sure that bands of feral blacks would not be blowing each other away over gang territory in blighted urban ghettos if they had not gotten the idea from the book of ecclesiastes;1- yes, 2- i, 3- am, 4- sure, 5- that, 6- bands, 7- of, 8- feral, 9- blacks, 10- would, 11- not, 12- be, 13- blowing, 14- each, 15- other, 16- away, 17- over, 18- gang, 19- territory, 20- in, 21- blighted, 22- urban, 23- ghettos, 24- if, 25- they, 26- had, 27- not, 28- gotten, 29- the, 30- idea, 31- from, 32- the, 33- book, 34- of, 35- ecclesiastes;
24467057_gab;HateXplain;the ghetto lottery an old standby we v seen it again and again;1- the, 2- ghetto, 3- lottery, 4- an, 5- old, 6- standby, 7- we, 8- v, 9- seen, 10- it, 11- again, 12- and, 13- again;
24520707_gab;HateXplain;jw fighting for white racial survival is not a marketing strategy if the fence sitters do not want to get involved then let the jews and niggers deal with them;1- jw, 2- fighting, 3- for, 4- white, 5- racial, 6- survival, 7- is, 8- not, 9- a, 10- marketing, 11- strategy, 12- if, 13- the, 14- fence, 15- sitters, 16- do, 17- not, 18- want, 19- to, 20- get, 21- involved, 22- then, 23- let, 24- the, 25- jews, 26- and, 27- niggers, 28- deal, 29- with, 30- them;
24546554_gab;HateXplain;do not trust this ghetto niggah or his pornstar attention whore wife yo;1- do, 2- not, 3- trust, 4- this, 5- ghetto, 6- niggah, 7- or, 8- his, 9- pornstar, 10- attention, 11- whore, 12- wife, 13- yo;
24550295_gab;HateXplain;this ruling allows for the banning of all gays and blacks etc as they are all liberals it says you can ban people based on political ideology so ban niggers for not being white nationalists if you want totally legal;1- this, 2- ruling, 3- allows, 4- for, 5- the, 6- banning, 7- of, 8- all, 9- gays, 10- and, 11- blacks, 12- etc, 13- as, 14- they, 15- are, 16- all, 17- liberals, 18- it, 19- says, 20- you, 21- can, 22- ban, 23- people, 24- based, 25- on, 26- political, 27- ideology, 28- so, 29- ban, 30- niggers, 31- for, 32- not, 33- being, 34- white, 35- nationalists, 36- if, 37- you, 38- want, 39- totally, 40- legal;
2456779_gab;HateXplain;<user> you can take the family out of the ghetto but you cannot take the ghetto out of the family;1- <user>, 2- you, 3- can, 4- take, 5- the, 6- family, 7- out, 8- of, 9- the, 10- ghetto, 11- but, 12- you, 13- cannot, 14- take, 15- the, 16- ghetto, 17- out, 18- of, 19- the, 20- family;
24738592_gab;HateXplain;no only mates mucking round in a boxing gym in a once white ghetto recently turned black;1- no, 2- only, 3- mates, 4- mucking, 5- round, 6- in, 7- a, 8- boxing, 9- gym, 10- in, 11- a, 12- once, 13- white, 14- ghetto, 15- recently, 16- turned, 17- black;
24842200_gab;HateXplain;how much fuckin pain im in walking home and a fuckin bunch of niggers always trying to cancel my disability i aint gonna grow a new fuckin leg dumb anc niggers ever again dumb nigger fuck niggers;1- how, 2- much, 3- fuckin, 4- pain, 5- im, 6- in, 7- walking, 8- home, 9- and, 10- a, 11- fuckin, 12- bunch, 13- of, 14- niggers, 15- always, 16- trying, 17- to, 18- cancel, 19- my, 20- disability, 21- i, 22- aint, 23- gonna, 24- grow, 25- a, 26- new, 27- fuckin, 28- leg, 29- dumb, 30- anc, 31- niggers, 32- ever, 33- again, 34- dumb, 35- nigger, 36- fuck, 37- niggers;
24858659_gab;HateXplain;dat uppity negro kanye dared speak up he not gonna be a house nigger no more put his black ass in the field after you whip him good the democrats and progressives i love it when they show their true colors so clearly;1- dat, 2- uppity, 3- negro, 4- kanye, 5- dared, 6- speak, 7- up, 8- he, 9- not, 10- gonna, 11- be, 12- a, 13- house, 14- nigger, 15- no, 16- more, 17- put, 18- his, 19- black, 20- ass, 21- in, 22- the, 23- field, 24- after, 25- you, 26- whip, 27- him, 28- good, 29- the, 30- democrats, 31- and, 32- progressives, 33- i, 34- love, 35- it, 36- when, 37- they, 38- show, 39- their, 40- true, 41- colors, 42- so, 43- clearly;
24886813_gab;HateXplain;the simple fact is the bowlcast is some great content logically it follows that followers will follow sorry that was nigger tier;1- the, 2- simple, 3- fact, 4- is, 5- the, 6- bowlcast, 7- is, 8- some, 9- great, 10- content, 11- logically, 12- it, 13- follows, 14- that, 15- followers, 16- will, 17- follow, 18- sorry, 19- that, 20- was, 21- nigger, 22- tier;
24917977_gab;HateXplain;yeah right this is one of those taqqiyya moments is not it where it fine to lie to non muslims honestly a white woman converting to islam is like a black man volunteering for slavery;1- yeah, 2- right, 3- this, 4- is, 5- one, 6- of, 7- those, 8- taqqiyya, 9- moments, 10- is, 11- not, 12- it, 13- where, 14- it, 15- fine, 16- to, 17- lie, 18- to, 19- non, 20- muslims, 21- honestly, 22- a, 23- white, 24- woman, 25- converting, 26- to, 27- islam, 28- is, 29- like, 30- a, 31- black, 32- man, 33- volunteering, 34- for, 35- slavery;
24922629_gab;HateXplain;racist nigger anti racism strategist tariq nasheed calls his mostly white wife a becky and calls a native american a <number> indian but niggers claim they can not be racist;1- racist, 2- nigger, 3- anti, 4- racism, 5- strategist, 6- tariq, 7- nasheed, 8- calls, 9- his, 10- mostly, 11- white, 12- wife, 13- a, 14- becky, 15- and, 16- calls, 17- a, 18- native, 19- american, 20- a, 21- <number>, 22- indian, 23- but, 24- niggers, 25- claim, 26- they, 27- can, 28- not, 29- be, 30- racist;
24974079_gab;HateXplain;i fully support a race war to kill all kikes and niggers;1- i, 2- fully, 3- support, 4- a, 5- race, 6- war, 7- to, 8- kill, 9- all, 10- kikes, 11- and, 12- niggers;
25001491_gab;HateXplain;perhaps because she a screaming ugly overweight retarded black nigger whose favorite snack is a buffalo turd;1- perhaps, 2- because, 3- she, 4- a, 5- screaming, 6- ugly, 7- overweight, 8- retarded, 9- black, 10- nigger, 11- whose, 12- favorite, 13- snack, 14- is, 15- a, 16- buffalo, 17- turd;
25044656_gab;HateXplain;example of race over talent reporter talks like a ghetto thug mistake to hire someone like her to fill a quota instead a talented qualified person;1- example, 2- of, 3- race, 4- over, 5- talent, 6- reporter, 7- talks, 8- like, 9- a, 10- ghetto, 11- thug, 12- mistake, 13- to, 14- hire, 15- someone, 16- like, 17- her, 18- to, 19- fill, 20- a, 21- quota, 22- instead, 23- a, 24- talented, 25- qualified, 26- person;
25083271_gab;HateXplain;apparently being a cock slave to silverbacks is also a tradition among your people i wish nothing but gang rape by a pack of niggers for you you chimp licking plow whore;1- apparently, 2- being, 3- a, 4- cock, 5- slave, 6- to, 7- silverbacks, 8- is, 9- also, 10- a, 11- tradition, 12- among, 13- your, 14- people, 15- i, 16- wish, 17- nothing, 18- but, 19- gang, 20- rape, 21- by, 22- a, 23- pack, 24- of, 25- niggers, 26- for, 27- you, 28- you, 29- chimp, 30- licking, 31- plow, 32- whore;
25196924_gab;HateXplain;i wonder how many of those living in the ghetto now drinking leadened water and under constant threat of gang violence long for a secure bed and meals on the plantation;1- i, 2- wonder, 3- how, 4- many, 5- of, 6- those, 7- living, 8- in, 9- the, 10- ghetto, 11- now, 12- drinking, 13- leadened, 14- water, 15- and, 16- under, 17- constant, 18- threat, 19- of, 20- gang, 21- violence, 22- long, 23- for, 24- a, 25- secure, 26- bed, 27- and, 28- meals, 29- on, 30- the, 31- plantation;
2524273_gab;HateXplain;obama did not do enough for black people not even god can do enough it impossible maybe if they ship in whites and asians and paint them black;1- obama, 2- did, 3- not, 4- do, 5- enough, 6- for, 7- black, 8- people, 9- not, 10- even, 11- god, 12- can, 13- do, 14- enough, 15- it, 16- impossible, 17- maybe, 18- if, 19- they, 20- ship, 21- in, 22- whites, 23- and, 24- asians, 25- and, 26- paint, 27- them, 28- black;
25385251_gab;HateXplain;the rate of black on white violence is horrifically high god rest the souls of those poor victims;1- the, 2- rate, 3- of, 4- black, 5- on, 6- white, 7- violence, 8- is, 9- horrifically, 10- high, 11- god, 12- rest, 13- the, 14- souls, 15- of, 16- those, 17- poor, 18- victims;
25459079_gab;HateXplain;i am sure there are some ghetto niggers here in the us that are full retard many can not even construct the simplest of sentences just nigger babble;1- i, 2- am, 3- sure, 4- there, 5- are, 6- some, 7- ghetto, 8- niggers, 9- here, 10- in, 11- the, 12- us, 13- that, 14- are, 15- full, 16- retard, 17- many, 18- can, 19- not, 20- even, 21- construct, 22- the, 23- simplest, 24- of, 25- sentences, 26- just, 27- nigger, 28- babble;
25475914_gab;HateXplain;<number> days after starbucks opens its bathrooms to ghetto thugs;1- <number>, 2- days, 3- after, 4- starbucks, 5- opens, 6- its, 7- bathrooms, 8- to, 9- ghetto, 10- thugs;
25516280_gab;HateXplain;and i loveez dee poontang djd i beez buyin dat snatch on 4 th st fo <number> an <number> fo sum haid dat beez nigger poon do ya wan what poona gonna beez runnin ya <number> an dat beez wit a rubba;1- and, 2- i, 3- loveez, 4- dee, 5- poontang, 6- djd, 7- i, 8- beez, 9- buyin, 10- dat, 11- snatch, 12- on, 13- 4, 14- th, 15- st, 16- fo, 17- <number>, 18- an, 19- <number>, 20- fo, 21- sum, 22- haid, 23- dat, 24- beez, 25- nigger, 26- poon, 27- do, 28- ya, 29- wan, 30- what, 31- poona, 32- gonna, 33- beez, 34- runnin, 35- ya, 36- <number>, 37- an, 38- dat, 39- beez, 40- wit, 41- a, 42- rubba;
25517684_gab;HateXplain;i ain t got paper in front of me nigga get your educated ass to itemize what i personally owe you and we will talk green until then cram it up your loose ghetto asshole;1- i, 2- ain, 3- t, 4- got, 5- paper, 6- in, 7- front, 8- of, 9- me, 10- nigga, 11- get, 12- your, 13- educated, 14- ass, 15- to, 16- itemize, 17- what, 18- i, 19- personally, 20- owe, 21- you, 22- and, 23- we, 24- will, 25- talk, 26- green, 27- until, 28- then, 29- cram, 30- it, 31- up, 32- your, 33- loose, 34- ghetto, 35- asshole;
25537078_gab;HateXplain;as long as its niggers killing niggers who cares;1- as, 2- long, 3- as, 4- its, 5- niggers, 6- killing, 7- niggers, 8- who, 9- cares;
25587803_gab;HateXplain;you can take whoopi out of the ghetto but you can not take the ghetto out of whoopi;1- you, 2- can, 3- take, 4- whoopi, 5- out, 6- of, 7- the, 8- ghetto, 9- but, 10- you, 11- can, 12- not, 13- take, 14- the, 15- ghetto, 16- out, 17- of, 18- whoopi;
25712835_gab;HateXplain;notice how slumdogharry mudwhoremarkle now do the inner city ghetto gigs marriage is pr so royals can stay in power when blacks become a majority they hope meanwhile they are happy to sacrifice us brits for diversity;1- notice, 2- how, 3- slumdogharry, 4- mudwhoremarkle, 5- now, 6- do, 7- the, 8- inner, 9- city, 10- ghetto, 11- gigs, 12- marriage, 13- is, 14- pr, 15- so, 16- royals, 17- can, 18- stay, 19- in, 20- power, 21- when, 22- blacks, 23- become, 24- a, 25- majority, 26- they, 27- hope, 28- meanwhile, 29- they, 30- are, 31- happy, 32- to, 33- sacrifice, 34- us, 35- brits, 36- for, 37- diversity;
25778815_gab;HateXplain;they were niglet babies i am not saying it is not awful but it pretty much normal behavior for ghetto monkeys;1- they, 2- were, 3- niglet, 4- babies, 5- i, 6- am, 7- not, 8- saying, 9- it, 10- is, 11- not, 12- awful, 13- but, 14- it, 15- pretty, 16- much, 17- normal, 18- behavior, 19- for, 20- ghetto, 21- monkeys;
25810769_gab;HateXplain;whites and asians breeding with blacks is dysgenic take a look at brazil;1- whites, 2- and, 3- asians, 4- breeding, 5- with, 6- blacks, 7- is, 8- dysgenic, 9- take, 10- a, 11- look, 12- at, 13- brazil;
25823825_gab;HateXplain;the best way to solve the nigger problem is to take a piece of land force the niggers onto the land build a wall around it and call the country niggerdom within one year the niggers would have killed each other off;1- the, 2- best, 3- way, 4- to, 5- solve, 6- the, 7- nigger, 8- problem, 9- is, 10- to, 11- take, 12- a, 13- piece, 14- of, 15- land, 16- force, 17- the, 18- niggers, 19- onto, 20- the, 21- land, 22- build, 23- a, 24- wall, 25- around, 26- it, 27- and, 28- call, 29- the, 30- country, 31- niggerdom, 32- within, 33- one, 34- year, 35- the, 36- niggers, 37- would, 38- have, 39- killed, 40- each, 41- other, 42- off;
25929938_gab;HateXplain;harry got cucked by a ghetto queen lol;1- harry, 2- got, 3- cucked, 4- by, 5- a, 6- ghetto, 7- queen, 8- lol;
25941139_gab;HateXplain;but do not worry if you can not remember your recent negro president you americans have now got a negro princess of your own to replace him in your hearts;1- but, 2- do, 3- not, 4- worry, 5- if, 6- you, 7- can, 8- not, 9- remember, 10- your, 11- recent, 12- negro, 13- president, 14- you, 15- americans, 16- have, 17- now, 18- got, 19- a, 20- negro, 21- princess, 22- of, 23- your, 24- own, 25- to, 26- replace, 27- him, 28- in, 29- your, 30- hearts;
26065100_gab;HateXplain;you are an idiot slavery is not a big deal it was common for most of human history get over it lying about it in some retarded attempt to blame the jews is just stupid;1- you, 2- are, 3- an, 4- idiot, 5- slavery, 6- is, 7- not, 8- a, 9- big, 10- deal, 11- it, 12- was, 13- common, 14- for, 15- most, 16- of, 17- human, 18- history, 19- get, 20- over, 21- it, 22- lying, 23- about, 24- it, 25- in, 26- some, 27- retarded, 28- attempt, 29- to, 30- blame, 31- the, 32- jews, 33- is, 34- just, 35- stupid;
26084648_gab;HateXplain;i have been stoned and drunk enough to call white cops niggers but i have never been drunk enough to fuck a nigger;1- i, 2- have, 3- been, 4- stoned, 5- and, 6- drunk, 7- enough, 8- to, 9- call, 10- white, 11- cops, 12- niggers, 13- but, 14- i, 15- have, 16- never, 17- been, 18- drunk, 19- enough, 20- to, 21- fuck, 22- a, 23- nigger;
26089002_gab;HateXplain;no do not lie these shithole are great places for niggers and spics and arabs to live they all will be happy together without wypipo;1- no, 2- do, 3- not, 4- lie, 5- these, 6- shithole, 7- are, 8- great, 9- places, 10- for, 11- niggers, 12- and, 13- spics, 14- and, 15- arabs, 16- to, 17- live, 18- they, 19- all, 20- will, 21- be, 22- happy, 23- together, 24- without, 25- wypipo;
26116508_gab;HateXplain;welcome to deep america move impoverished than any black inner city less government programs and welfare than any ghetto crippled by an opioid epidemic yet it still safe for women to walk alone at night in public the statistics are clear race matters;1- welcome, 2- to, 3- deep, 4- america, 5- move, 6- impoverished, 7- than, 8- any, 9- black, 10- inner, 11- city, 12- less, 13- government, 14- programs, 15- and, 16- welfare, 17- than, 18- any, 19- ghetto, 20- crippled, 21- by, 22- an, 23- opioid, 24- epidemic, 25- yet, 26- it, 27- still, 28- safe, 29- for, 30- women, 31- to, 32- walk, 33- alone, 34- at, 35- night, 36- in, 37- public, 38- the, 39- statistics, 40- are, 41- clear, 42- race, 43- matters;
26245401_gab;HateXplain;it muh dickism and biketheftism rolled into one if you think about it it peak negro if niggers could do magic they would of course use their powers to steal shit;1- it, 2- muh, 3- dickism, 4- and, 5- biketheftism, 6- rolled, 7- into, 8- one, 9- if, 10- you, 11- think, 12- about, 13- it, 14- it, 15- peak, 16- negro, 17- if, 18- niggers, 19- could, 20- do, 21- magic, 22- they, 23- would, 24- of, 25- course, 26- use, 27- their, 28- powers, 29- to, 30- steal, 31- shit;
26263487_gab;HateXplain;the constant sticking point here is in order to discuss large groups of people we have to deal in averages not individuals there are plenty of smart blacks obviously but there are way more dumb blacks than there are dumb white people or east asians;1- the, 2- constant, 3- sticking, 4- point, 5- here, 6- is, 7- in, 8- order, 9- to, 10- discuss, 11- large, 12- groups, 13- of, 14- people, 15- we, 16- have, 17- to, 18- deal, 19- in, 20- averages, 21- not, 22- individuals, 23- there, 24- are, 25- plenty, 26- of, 27- smart, 28- blacks, 29- obviously, 30- but, 31- there, 32- are, 33- way, 34- more, 35- dumb, 36- blacks, 37- than, 38- there, 39- are, 40- dumb, 41- white, 42- people, 43- or, 44- east, 45- asians;
26349498_gab;HateXplain;that part of the hollywood bullshit pc liberals transforming blacks into saints and saviors of one type or another that why i will not watch movies with blacks in them you know it total fantasy;1- that, 2- part, 3- of, 4- the, 5- hollywood, 6- bullshit, 7- pc, 8- liberals, 9- transforming, 10- blacks, 11- into, 12- saints, 13- and, 14- saviors, 15- of, 16- one, 17- type, 18- or, 19- another, 20- that, 21- why, 22- i, 23- will, 24- not, 25- watch, 26- movies, 27- with, 28- blacks, 29- in, 30- them, 31- you, 32- know, 33- it, 34- total, 35- fantasy;
26450766_gab;HateXplain;ohoho why all the ghetto talk when you get a spell check english is my second language and i speak <number> <number> in all;1- ohoho, 2- why, 3- all, 4- the, 5- ghetto, 6- talk, 7- when, 8- you, 9- get, 10- a, 11- spell, 12- check, 13- english, 14- is, 15- my, 16- second, 17- language, 18- and, 19- i, 20- speak, 21- <number>, 22- <number>, 23- in, 24- all;
26571387_gab;HateXplain;too white what utter utter fucking bullshit maybe it is because the blacks are too dumb to ride and asians feel they cannot kill with a cycle the only time you see a black on a bike is when he has just stolen it;1- too, 2- white, 3- what, 4- utter, 5- utter, 6- fucking, 7- bullshit, 8- maybe, 9- it, 10- is, 11- because, 12- the, 13- blacks, 14- are, 15- too, 16- dumb, 17- to, 18- ride, 19- and, 20- asians, 21- feel, 22- they, 23- cannot, 24- kill, 25- with, 26- a, 27- cycle, 28- the, 29- only, 30- time, 31- you, 32- see, 33- a, 34- black, 35- on, 36- a, 37- bike, 38- is, 39- when, 40- he, 41- has, 42- just, 43- stolen, 44- it;
26602751_gab;HateXplain;god hates niggers;1- god, 2- hates, 3- niggers;
26847498_gab;HateXplain;wait so ur tellin me not only is the earth not flat but niggers be on other planets i guess i should not be surprised after learning what ethnic swedes look like i always thought they were hot blondes;1- wait, 2- so, 3- ur, 4- tellin, 5- me, 6- not, 7- only, 8- is, 9- the, 10- earth, 11- not, 12- flat, 13- but, 14- niggers, 15- be, 16- on, 17- other, 18- planets, 19- i, 20- guess, 21- i, 22- should, 23- not, 24- be, 25- surprised, 26- after, 27- learning, 28- what, 29- ethnic, 30- swedes, 31- look, 32- like, 33- i, 34- always, 35- thought, 36- they, 37- were, 38- hot, 39- blondes;
